Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Ontario,,Cataract Surgery,Volume,2008,Number of cases,65616.0
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2008,Days,
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2008,Days,
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2008,Number of cases,
Provincial,Ontario,,CT Scan,50th Percentile,2008,Days,9.0
Provincial,Ontario,,CT Scan,90th Percentile,2008,Days,40.0
Provincial,Ontario,,CT Scan,Volume,2008,Number of cases,351878.0
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2008,Hours,
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2008,Hours,
Provincial,Ontario,,Hip Fracture Repair,Volume,2008,Number of cases,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Ontario,,Hip Replacement,50th Percentile,2008,Days,63.0
Provincial,Ontario,,Hip Replacement,90th Percentile,2008,Days,180.0
Provincial,Ontario,,Hip Replacement,Volume,2008,Number of cases,5348.0
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2008,Proportion,85.0
Provincial,Ontario,,Knee Replacement,50th Percentile,2008,Days,71.0
Provincial,Ontario,,Knee Replacement,90th Percentile,2008,Days,223.0
Provincial,Ontario,,Knee Replacement,Volume,2008,Number of cases,9922.0
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2008,Days,
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2008,Days,
Provincial,Ontario,,Lung Cancer Surgery,Volume,2008,Number of cases,
Provincial,Ontario,,MRI Scan,50th Percentile,2008,Days,30.0
Provincial,Ontario,,MRI Scan,90th Percentile,2008,Days,95.0
Provincial,Ontario,,MRI Scan,Volume,2008,Number of cases,203609.0
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2008,Days,
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2008,Days,
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2008,Number of cases,
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Ontario,,Radiation Therapy,50th Percentile,2008,Days,11.0
Provincial,Ontario,,Radiation Therapy,90th Percentile,2008,Days,29.0
Provincial,Ontario,,Radiation Therapy,Volume,2008,Number of cases,13177.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,CABG,% Meeting Benchmark,2008,Proportion,
Provincial,Prince Edward Island,,CABG,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,CABG,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,CABG,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,Cataract Surgery,% Meeting Benchmark,2008,Proportion,60.0
Provincial,Prince Edward Island,,Cataract Surgery,50th Percentile,2008,Days,78.0
Provincial,Prince Edward Island,,Cataract Surgery,90th Percentile,2008,Days,180.0
Provincial,Prince Edward Island,,Cataract Surgery,Volume,2008,Number of cases,477.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2008,Days,22.0
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2008,Days,88.0
Provincial,Prince Edward Island,,CT Scan,Volume,2008,Number of cases,3172.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2008,Hours,
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2008,Hours,
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2008,Proportion,71.0
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2008,Days,110.0
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2008,Days,356.0
Provincial,Prince Edward Island,,Hip Replacement,Volume,2008,Number of cases,59.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2008,Proportion,75.0
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2008,Days,108.0
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2008,Days,345.0
Provincial,Prince Edward Island,,Knee Replacement,Volume,2008,Number of cases,105.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2008,Days,79.0
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2008,Days,199.0
Provincial,Prince Edward Island,,MRI Scan,Volume,2008,Number of cases,1391.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2008,Days,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2008,Days,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2008,Number of cases,
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2008,Proportion,100.0
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2008,Days,7.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2008,Days,19.0
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2008,Number of cases,198.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2008,Days,
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2008,Days,
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2008,Number of cases,
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2008,Days,
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2008,Days,
Provincial,Quebec,,Breast Cancer Surgery,Volume,2008,Number of cases,
Provincial,Quebec,,CABG,% Meeting Benchmark,2008,Proportion,
Provincial,Quebec,,CABG,50th Percentile,2008,Days,
Provincial,Quebec,,CABG,90th Percentile,2008,Days,
Provincial,Quebec,,CABG,Volume,2008,Number of cases,
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2008,Proportion,82.0
Provincial,Quebec,,Cataract Surgery,50th Percentile,2008,Days,42.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2008,Days,155.0
Provincial,Quebec,,Cataract Surgery,Volume,2008,Number of cases,33263.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2008,Days,
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2008,Days,
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2008,Number of cases,
Provincial,Quebec,,CT Scan,50th Percentile,2008,Days,
Provincial,Quebec,,CT Scan,90th Percentile,2008,Days,
Provincial,Quebec,,CT Scan,Volume,2008,Number of cases,
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2008,Hours,
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2008,Hours,
Provincial,Quebec,,Hip Fracture Repair,Volume,2008,Number of cases,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2008,Proportion,90.0
Provincial,Quebec,,Hip Replacement,50th Percentile,2008,Days,69.0
Provincial,Quebec,,Hip Replacement,90th Percentile,2008,Days,182.0
Provincial,Quebec,,Hip Replacement,Volume,2008,Number of cases,1857.0
Provincial,Quebec,,Knee Replacement,% Meeting Benchmark,2008,Proportion,86.0
Provincial,Quebec,,Knee Replacement,50th Percentile,2008,Days,85.0
Provincial,Quebec,,Knee Replacement,90th Percentile,2008,Days,211.0
Provincial,Quebec,,Knee Replacement,Volume,2008,Number of cases,2605.0
Provincial,Quebec,,Lung Cancer Surgery,50th Percentile,2008,Days,
Provincial,Quebec,,Lung Cancer Surgery,90th Percentile,2008,Days,
Provincial,Quebec,,Lung Cancer Surgery,Volume,2008,Number of cases,
Provincial,Quebec,,MRI Scan,50th Percentile,2008,Days,
Provincial,Quebec,,MRI Scan,90th Percentile,2008,Days,
Provincial,Quebec,,MRI Scan,Volume,2008,Number of cases,
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2008,Days,
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2008,Days,
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2008,Number of cases,
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2008,Proportion,
Provincial,Quebec,,Radiation Therapy,50th Percentile,2008,Days,
Provincial,Quebec,,Radiation Therapy,90th Percentile,2008,Days,
Provincial,Quebec,,Radiation Therapy,Volume,2008,Number of cases,8602.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2008,Days,
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2008,Days,
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2008,Days,
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2008,Days,
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2008,Number of cases,
Provincial,Saskatchewan,,CABG,% Meeting Benchmark,2008,Proportion,98.0
Provincial,Saskatchewan,,CABG,50th Percentile,2008,Days,4.0
Provincial,Saskatchewan,,CABG,90th Percentile,2008,Days,69.0
Provincial,Saskatchewan,,CABG,Volume,2008,Number of cases,309.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2008,Proportion,48.0
Provincial,Saskatchewan,,Cataract Surgery,50th Percentile,2008,Days,118.0
Provincial,Saskatchewan,,Cataract Surgery,90th Percentile,2008,Days,334.0
Provincial,Saskatchewan,,Cataract Surgery,Volume,2008,Number of cases,3423.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th Percentile,2008,Days,
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th Percentile,2008,Days,
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,2008,Number of cases,
Provincial,Saskatchewan,,CT Scan,50th Percentile,2008,Days,
Provincial,Saskatchewan,,CT Scan,90th Percentile,2008,Days,
Provincial,Saskatchewan,,CT Scan,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,
Provincial,Saskatchewan,,Hip Fracture Repair,50th Percentile,2008,Hours,
Provincial,Saskatchewan,,Hip Fracture Repair,90th Percentile,2008,Hours,
Provincial,Saskatchewan,,Hip Fracture Repair,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Hip Replacement,% Meeting Benchmark,2008,Proportion,56.0
Provincial,Saskatchewan,,Hip Replacement,50th Percentile,2008,Days,157.0
Provincial,Saskatchewan,,Hip Replacement,90th Percentile,2008,Days,482.0
Provincial,Saskatchewan,,Hip Replacement,Volume,2008,Number of cases,497.0
Provincial,Saskatchewan,,Knee Replacement,% Meeting Benchmark,2008,Proportion,37.0
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2008,Days,246.0
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2008,Days,613.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2008,Number of cases,818.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2008,Days,
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2008,Days,
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2008,Number of cases,
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2008,Days,
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2008,Days,
Provincial,Saskatchewan,,MRI Scan,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2008,Days,
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2008,Days,
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2008,Number of cases,
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2008,Proportion,81.0
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2008,Days,14.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2008,Days,36.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2008,Number of cases,781.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2009,Days,
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2009,Days,
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2009,Number of cases,
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2009,Days,
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2009,Days,
Provincial,Alberta,,Breast Cancer Surgery,Volume,2009,Number of cases,
Provincial,Alberta,,CABG,% Meeting Benchmark,2009,Proportion,93.0
Provincial,Alberta,,CABG,50th Percentile,2009,Days,17.0
Provincial,Alberta,,CABG,90th Percentile,2009,Days,156.0
Provincial,Alberta,,CABG,Volume,2009,Number of cases,665.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2009,Proportion,61.0
Provincial,Alberta,,Cataract Surgery,50th Percentile,2009,Days,88.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2009,Days,270.0
Provincial,Alberta,,Cataract Surgery,Volume,2009,Number of cases,9148.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2009,Days,
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2009,Days,
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2009,Number of cases,
Provincial,Alberta,,CT Scan,50th Percentile,2009,Days,11.0
Provincial,Alberta,,CT Scan,90th Percentile,2009,Days,34.0
Provincial,Alberta,,CT Scan,Volume,2009,Number of cases,
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2009,Proportion,80.0
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2009,Hours,26.0
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2009,Hours,68.0
Provincial,Alberta,,Hip Fracture Repair,Volume,2009,Number of cases,1188.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2009,Proportion,
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2009,Hours,
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2009,Hours,
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2009,Number of cases,
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2009,Proportion,81.0
Provincial,Alberta,,Hip Replacement,50th Percentile,2009,Days,93.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2009,Days,250.0
Provincial,Alberta,,Hip Replacement,Volume,2009,Number of cases,1475.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2009,Proportion,71.0
Provincial,Alberta,,Knee Replacement,50th Percentile,2009,Days,120.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2009,Days,352.0
Provincial,Alberta,,Knee Replacement,Volume,2009,Number of cases,2233.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2009,Days,
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2009,Days,
Provincial,Alberta,,Lung Cancer Surgery,Volume,2009,Number of cases,
Provincial,Alberta,,MRI Scan,50th Percentile,2009,Days,57.0
Provincial,Alberta,,MRI Scan,90th Percentile,2009,Days,189.0
Provincial,Alberta,,MRI Scan,Volume,2009,Number of cases,41866.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2009,Days,
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2009,Days,
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2009,Number of cases,
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2009,Proportion,74.0
Provincial,Alberta,,Radiation Therapy,50th Percentile,2009,Days,14.0
Provincial,Alberta,,Radiation Therapy,90th Percentile,2009,Days,38.0
Provincial,Alberta,,Radiation Therapy,Volume,2009,Number of cases,3335.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2009,Days,
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2009,Days,
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2009,Number of cases,
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2009,Days,
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2009,Days,
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2009,Number of cases,
Provincial,British Columbia,,CABG,% Meeting Benchmark,2009,Proportion,
Provincial,British Columbia,,CABG,50th Percentile,2009,Days,
Provincial,British Columbia,,CABG,90th Percentile,2009,Days,
Provincial,British Columbia,,CABG,Volume,2009,Number of cases,
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2009,Proportion,77.0
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2009,Days,49.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2009,Days,195.0
Provincial,British Columbia,,Cataract Surgery,Volume,2009,Number of cases,23054.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2009,Days,
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2009,Days,
